id,type,title,county,city,lat,lng,startAt,verificationStatus,campaignValue,scoreTotal,routeCluster,sourceType
fair-3ec4d6c750c06dc6aaf5bfd1,county_fair,Jackson County Fair,Jackson,,35.5962,-91.2149,,date_not_posted,high_value,104,NEA / Jonesboro-Paragould-Blytheville,manual
fair-094bf1dec2e49e381bf96da9,county_fair,Jefferson County Fair,Jefferson,,34.2284,-92.0032,,date_not_posted,high_value,104,Delta / Helena-West Memphis-Marianna,manual
fair-4a9c883f2aae8c4db18fb12f,county_fair,Johnson County Fair,Johnson,,35.572,-93.7285,,date_not_posted,high_value,104,River Valley / Fort Smith-Russellville-Ozark,manual
fair-9e03993e30d8f62d3e8067dc,county_fair,Lafayette County Fair,Lafayette,,35.29625,-97.22428571428571,,date_not_posted,high_value,104,Southwest / Hope-Texarkana-Ashdown,manual
fair-ef8a3bf07796f5d116269e4e,county_fair,Lawrence County Fair,Lawrence,,36.004,-91.114,,date_not_posted,high_value,104,NEA / Jonesboro-Paragould-Blytheville,manual
fair-87846d6b2abf7d3bb06e553c,county_fair,Lee County Fair,Lee,,35.3725,-96.16857142857143,,date_not_posted,high_value,104,Delta / Helena-West Memphis-Marianna,manual
fair-ad52713c50777eb46aeb718c,county_fair,Lincoln County Fair,Lincoln,,35.31125,-97.24142857142857,,date_not_posted,high_value,104,Southeast / Pine Bluff-Monticello-Dumas,manual
fair-7b9fd5feee3eb99deeb9317a,county_fair,Little River County Fair,Little River,,33.81625,-97.24714285714285,,date_not_posted,high_value,104,South Arkansas / Magnolia-El Dorado-Camden,manual
fair-52630ebefeb7010726bfc0e0,county_fair,Logan County Fair,Logan,,35.3137,-93.6321,,date_not_posted,high_value,104,River Valley / Fort Smith-Russellville-Ozark,manual
fair-343e8ec6713e5d2662424ade,county_fair,Lonoke County Fair,Lonoke,,34.784,-91.9,,date_not_posted,high_value,104,Central / Pulaski-Saline-Faulkner-Lonoke-White,manual
fair-d4493ea4a9d68141464ac3d7,county_fair,Madison County Fair,Madison,,36.152,-93.7366,,date_not_posted,high_value,104,Northwest / Fayetteville-Bentonville-Huntsville,manual
fair-157a4f749d58caa668e88451,county_fair,Marion County Fair,Marion,,36.2612,-92.6485,,date_not_posted,high_value,104,Northwest / Fayetteville-Bentonville-Huntsville,manual
fair-024aadc9b8b03fd64d394c70,county_fair,Miller County Fair,Miller,,35.0525,-95.23142857142857,,date_not_posted,high_value,104,South Arkansas / Magnolia-El Dorado-Camden,manual
fair-62d3467a7d811a60b1f680f8,county_fair,Mississippi County Fair,Mississippi,,35.9273,-89.919,,date_not_posted,high_value,104,NEA / Jonesboro-Paragould-Blytheville,manual
fair-2aeedb2c0d0ba35568ddc568,county_fair,Monroe County Fair,Monroe,,35.485,-95.72571428571428,,date_not_posted,high_value,104,Delta / Helena-West Memphis-Marianna,manual
fair-847cff2a75ce938df6049561,county_fair,Montgomery County Fair,Montgomery,,34.13,-95.32,,date_not_posted,high_value,104,Southwest / Hope-Texarkana-Ashdown,manual
fair-67cc3c414b72663f68984577,county_fair,Nevada County Fair,Nevada,,35.185,-95.38285714285713,,date_not_posted,high_value,104,South Arkansas / Magnolia-El Dorado-Camden,manual
fair-dd3cef345b5f6d95088be298,county_fair,Newton County Fair,Newton,,35.92,-93.218,,date_not_posted,high_value,104,Northwest / Fayetteville-Bentonville-Huntsville,manual
fair-81187b27a1f11d856e6e6847,county_fair,Ouachita County Fair,Ouachita,,34.725,-96,,date_not_posted,monitor,39,Southeast / Pine Bluff-Monticello-Dumas,manual
fair-6dbd3d02b9d26cf4bff95bd6,county_fair,Perry County Fair,Perry,,35.0476,-92.7938,,date_not_posted,high_value,104,Central / Pulaski-Saline-Faulkner-Lonoke-White,manual
fair-4fac428da500036c9c22239c,county_fair,Phillips County Fair,Phillips,,34.80875,-96.09571428571428,,date_not_posted,high_value,104,Delta / Helena-West Memphis-Marianna,manual
fair-fc9b80fc6ddcf7dd5cddf15a,county_fair,Pike County Fair,Pike,,33.07125,-95.82428571428571,,date_not_posted,high_value,104,Southwest / Hope-Texarkana-Ashdown,manual
fair-7829a2feea90c79f73500f43,county_fair,Poinsett County Fair,Poinsett,,34.41375,-95.07285714285713,,date_not_posted,high_value,104,NEA / Jonesboro-Paragould-Blytheville,manual
fair-cf55c4eacbc50e73007d2342,county_fair,Polk County Fair,Polk,,35.9825,-96.2942857142857,,date_not_posted,monitor,39,Southwest / Hope-Texarkana-Ashdown,manual
fair-7488da8016f2918085330536,county_fair,Pope County Fair,Pope,,35.2784,-93.1338,,date_not_posted,monitor,39,River Valley / Fort Smith-Russellville-Ozark,manual
fair-ac7165c13f80cee5ec6313a4,county_fair,Prairie County Fair,Prairie,,35.44875,-97.39857142857143,,date_not_posted,high_value,104,Delta / Helena-West Memphis-Marianna,manual
fair-d9fd39d452ee3912d6ef9617,county_fair,Pulaski County Fair,Pulaski,,34.7465,-92.2896,,date_not_posted,send_local,58,Central / Pulaski-Saline-Faulkner-Lonoke-White,manual
fair-571afd59db5f2040264c4ac1,county_fair,Randolph County Fair,Randolph,,36.2612,-91.0376,,date_not_posted,high_value,104,NEA / Jonesboro-Paragould-Blytheville,manual
fair-4a9e52a60ebbd77e4aa07fa3,county_fair,Saline County Fair,Saline,,34.5645,-92.5863,,date_not_posted,send_local,58,Central / Pulaski-Saline-Faulkner-Lonoke-White,manual
fair-88cd5f5575b0825cadb0ebab,county_fair,Scott County Fair,Scott,,33.605,-95.86285714285714,,date_not_posted,high_value,104,North Central / Mountain Home-Batesville-Heber Springs,manual
fair-f9e2777b4905a0a00683104a,county_fair,Searcy County Fair,Searcy,,35.247,-91.7335,,date_not_posted,high_value,104,North Central / Mountain Home-Batesville-Heber Springs,manual
fair-187ddcd6dc0bb8d5b61c0f88,county_fair,Sebastian County Fair,Sebastian,,35.3859,-94.3986,,date_not_posted,good_add_on,79,River Valley / Fort Smith-Russellville-Ozark,manual
fair-4ca61962861cf7bf98c0d810,county_fair,Sevier County Fair,Sevier,,34.09125,-95.27571428571429,,date_not_posted,high_value,104,Southwest / Hope-Texarkana-Ashdown,manual
fair-590907ddf0cf13ac650ebfa4,county_fair,Sharp County Fair,Sharp,,36.1807,-91.3385,,date_not_posted,high_value,104,NEA / Jonesboro-Paragould-Blytheville,manual
fair-be76ae5b2b578417d6ae68ad,county_fair,St. Francis County Fair,St. Francis,,35.03,-95.20571428571428,,date_not_posted,high_value,104,Delta / Helena-West Memphis-Marianna,manual
fair-09efd237221bdecce36af3cf,county_fair,Stone County Fair,Stone,,35.8642,-92.141,,date_not_posted,monitor,39,North Central / Mountain Home-Batesville-Heber Springs,manual
fair-8e31ab602a94385aa9919463,county_fair,Union County Fair,Union,,33.2076,-92.8346,,date_not_posted,high_value,104,South Arkansas / Magnolia-El Dorado-Camden,manual
fair-997116546e5e84bbfc95d743,county_fair,Van Buren County Fair,Van Buren,,35.5959,-92.4513,,date_not_posted,monitor,39,River Valley / Fort Smith-Russellville-Ozark,manual
fair-fd9c3decb7992141a70c1a06,county_fair,Washington County Fair,Washington,,36.0626,-94.1574,,date_not_posted,good_add_on,79,Northwest / Fayetteville-Bentonville-Huntsville,manual
fair-c6d957f78268e5a414b4d80f,county_fair,White County Fair,White,,35.2506,-91.7365,,date_not_posted,monitor,39,Central / Pulaski-Saline-Faulkner-Lonoke-White,manual
fair-a89a42cb1809ef69ab855cd4,county_fair,Woodruff County Fair,Woodruff,,35.3725,-96.74,,date_not_posted,high_value,104,Delta / Helena-West Memphis-Marianna,manual
fair-7d4b1643af8887c9137f0856,county_fair,Yell County Fair,Yell,,35.002,-93.411,,date_not_posted,high_value,104,River Valley / Fort Smith-Russellville-Ozark,manual
ehc-arkansas-stub,extension_homemakers,Arkansas County Extension Homemakers / EHC — verify council calendar,Arkansas,,35.3325,-94.97999999999999,,needs_confirmation,good_add_on,62,,county_extension
aea-arkansas-stub,aea_meeting,Arkansas County — AEA local / area meeting (verify schedule),Arkansas,,35.3325,-94.97999999999999,,needs_confirmation,high_value,97,,aea
arta-arkansas-stub,retired_teachers,Arkansas County retired educators unit (ARTA / local) — verify cadence,Arkansas,,35.3325,-94.97999999999999,,needs_confirmation,good_add_on,72,,retired_teachers
ehc-ashley-stub,extension_homemakers,Ashley County Extension Homemakers / EHC — verify council calendar,Ashley,,35.89125,-96.76142857142857,,needs_confirmation,good_add_on,62,,county_extension
aea-ashley-stub,aea_meeting,Ashley County — AEA local / area meeting (verify schedule),Ashley,,35.89125,-96.76142857142857,,needs_confirmation,high_value,97,,aea
arta-ashley-stub,retired_teachers,Ashley County retired educators unit (ARTA / local) — verify cadence,Ashley,,35.89125,-96.76142857142857,,needs_confirmation,good_add_on,72,,retired_teachers
ehc-baxter-stub,extension_homemakers,Baxter County Extension Homemakers / EHC — verify council calendar,Baxter,,36.3356,-92.3854,,needs_confirmation,good_add_on,62,,county_extension
aea-baxter-stub,aea_meeting,Baxter County — AEA local / area meeting (verify schedule),Baxter,,36.3356,-92.3854,,needs_confirmation,high_value,97,,aea
arta-baxter-stub,retired_teachers,Baxter County retired educators unit (ARTA / local) — verify cadence,Baxter,,36.3356,-92.3854,,needs_confirmation,good_add_on,72,,retired_teachers
ehc-benton-stub,extension_homemakers,Benton County Extension Homemakers / EHC — verify council calendar,Benton,,36.3729,-94.2088,,needs_confirmation,good_add_on,62,,county_extension
aea-benton-stub,aea_meeting,Benton County — AEA local / area meeting (verify schedule),Benton,,36.3729,-94.2088,,needs_confirmation,high_value,97,,aea
arta-benton-stub,retired_teachers,Benton County retired educators unit (ARTA / local) — verify cadence,Benton,,36.3729,-94.2088,,needs_confirmation,good_add_on,72,,retired_teachers
ehc-boone-stub,extension_homemakers,Boone County Extension Homemakers / EHC — verify council calendar,Boone,,36.3084,-93.2518,,needs_confirmation,good_add_on,62,,county_extension
aea-boone-stub,aea_meeting,Boone County — AEA local / area meeting (verify schedule),Boone,,36.3084,-93.2518,,needs_confirmation,high_value,97,,aea
arta-boone-stub,retired_teachers,Boone County retired educators unit (ARTA / local) — verify cadence,Boone,,36.3084,-93.2518,,needs_confirmation,good_add_on,72,,retired_teachers
ehc-bradley-stub,extension_homemakers,Bradley County Extension Homemakers / EHC — verify council calendar,Bradley,,35.85375,-96.14714285714285,,needs_confirmation,good_add_on,62,,county_extension
aea-bradley-stub,aea_meeting,Bradley County — AEA local / area meeting (verify schedule),Bradley,,35.85375,-96.14714285714285,,needs_confirmation,high_value,97,,aea
arta-bradley-stub,retired_teachers,Bradley County retired educators unit (ARTA / local) — verify cadence,Bradley,,35.85375,-96.14714285714285,,needs_confirmation,good_add_on,72,,retired_teachers
ehc-calhoun-stub,extension_homemakers,Calhoun County Extension Homemakers / EHC — verify council calendar,Calhoun,,33.67125,-96.50999999999999,,needs_confirmation,good_add_on,62,,county_extension
aea-calhoun-stub,aea_meeting,Calhoun County — AEA local / area meeting (verify schedule),Calhoun,,33.67125,-96.50999999999999,,needs_confirmation,high_value,97,,aea
arta-calhoun-stub,retired_teachers,Calhoun County retired educators unit (ARTA / local) — verify cadence,Calhoun,,33.67125,-96.50999999999999,,needs_confirmation,good_add_on,72,,retired_teachers
ehc-carroll-stub,extension_homemakers,Carroll County Extension Homemakers / EHC — verify council calendar,Carroll,,36.2753,-93.681,,needs_confirmation,good_add_on,62,,county_extension
aea-carroll-stub,aea_meeting,Carroll County — AEA local / area meeting (verify schedule),Carroll,,36.2753,-93.681,,needs_confirmation,high_value,97,,aea
arta-carroll-stub,retired_teachers,Carroll County retired educators unit (ARTA / local) — verify cadence,Carroll,,36.2753,-93.681,,needs_confirmation,good_add_on,72,,retired_teachers
ehc-chicot-stub,extension_homemakers,Chicot County Extension Homemakers / EHC — verify council calendar,Chicot,,33.02375,-95.19857142857143,,needs_confirmation,good_add_on,62,,county_extension
aea-chicot-stub,aea_meeting,Chicot County — AEA local / area meeting (verify schedule),Chicot,,33.02375,-95.19857142857143,,needs_confirmation,high_value,97,,aea
arta-chicot-stub,retired_teachers,Chicot County retired educators unit (ARTA / local) — verify cadence,Chicot,,33.02375,-95.19857142857143,,needs_confirmation,good_add_on,72,,retired_teachers
ehc-clark-stub,extension_homemakers,Clark County Extension Homemakers / EHC — verify council calendar,Clark,,33.99625,-97.45285714285714,,needs_confirmation,good_add_on,62,,county_extension
aea-clark-stub,aea_meeting,Clark County — AEA local / area meeting (verify schedule),Clark,,33.99625,-97.45285714285714,,needs_confirmation,high_value,97,,aea
arta-clark-stub,retired_teachers,Clark County retired educators unit (ARTA / local) — verify cadence,Clark,,33.99625,-97.45285714285714,,needs_confirmation,good_add_on,72,,retired_teachers
ehc-clay-stub,extension_homemakers,Clay County Extension Homemakers / EHC — verify council calendar,Clay,,36.2687,-90.9588,,needs_confirmation,good_add_on,62,,county_extension
aea-clay-stub,aea_meeting,Clay County — AEA local / area meeting (verify schedule),Clay,,36.2687,-90.9588,,needs_confirmation,high_value,97,,aea
arta-clay-stub,retired_teachers,Clay County retired educators unit (ARTA / local) — verify cadence,Clay,,36.2687,-90.9588,,needs_confirmation,good_add_on,72,,retired_teachers
ehc-cleburne-stub,extension_homemakers,Cleburne County Extension Homemakers / EHC — verify council calendar,Cleburne,,35.5123,-92.031,,needs_confirmation,good_add_on,62,,county_extension
aea-cleburne-stub,aea_meeting,Cleburne County — AEA local / area meeting (verify schedule),Cleburne,,35.5123,-92.031,,needs_confirmation,high_value,97,,aea
arta-cleburne-stub,retired_teachers,Cleburne County retired educators unit (ARTA / local) — verify cadence,Cleburne,,35.5123,-92.031,,needs_confirmation,good_add_on,72,,retired_teachers
ehc-cleveland-stub,extension_homemakers,Cleveland County Extension Homemakers / EHC — verify council calendar,Cleveland,,33.13375,-95.32428571428571,,needs_confirmation,good_add_on,62,,county_extension
aea-cleveland-stub,aea_meeting,Cleveland County — AEA local / area meeting (verify schedule),Cleveland,,33.13375,-95.32428571428571,,needs_confirmation,high_value,97,,aea
arta-cleveland-stub,retired_teachers,Cleveland County retired educators unit (ARTA / local) — verify cadence,Cleveland,,33.13375,-95.32428571428571,,needs_confirmation,good_add_on,72,,retired_teachers
ehc-columbia-stub,extension_homemakers,Columbia County Extension Homemakers / EHC — verify council calendar,Columbia,,33.2671,-93.2395,,needs_confirmation,good_add_on,62,,county_extension
aea-columbia-stub,aea_meeting,Columbia County — AEA local / area meeting (verify schedule),Columbia,,33.2671,-93.2395,,needs_confirmation,high_value,97,,aea
arta-columbia-stub,retired_teachers,Columbia County retired educators unit (ARTA / local) — verify cadence,Columbia,,33.2671,-93.2395,,needs_confirmation,good_add_on,72,,retired_teachers
ehc-conway-stub,extension_homemakers,Conway County Extension Homemakers / EHC — verify council calendar,Conway,,33.98625,-97.44142857142856,,needs_confirmation,good_add_on,62,,county_extension
aea-conway-stub,aea_meeting,Conway County — AEA local / area meeting (verify schedule),Conway,,33.98625,-97.44142857142856,,needs_confirmation,high_value,97,,aea
arta-conway-stub,retired_teachers,Conway County retired educators unit (ARTA / local) — verify cadence,Conway,,33.98625,-97.44142857142856,,needs_confirmation,good_add_on,72,,retired_teachers
ehc-craighead-stub,extension_homemakers,Craighead County Extension Homemakers / EHC — verify council calendar,Craighead,,35.8423,-90.7043,,needs_confirmation,good_add_on,62,,county_extension
aea-craighead-stub,aea_meeting,Craighead County — AEA local / area meeting (verify schedule),Craighead,,35.8423,-90.7043,,needs_confirmation,high_value,97,,aea
arta-craighead-stub,retired_teachers,Craighead County retired educators unit (ARTA / local) — verify cadence,Craighead,,35.8423,-90.7043,,needs_confirmation,good_add_on,72,,retired_teachers
ehc-crawford-stub,extension_homemakers,Crawford County Extension Homemakers / EHC — verify council calendar,Crawford,,35.5892,-94.2446,,needs_confirmation,good_add_on,62,,county_extension
aea-crawford-stub,aea_meeting,Crawford County — AEA local / area meeting (verify schedule),Crawford,,35.5892,-94.2446,,needs_confirmation,high_value,97,,aea
arta-crawford-stub,retired_teachers,Crawford County retired educators unit (ARTA / local) — verify cadence,Crawford,,35.5892,-94.2446,,needs_confirmation,good_add_on,72,,retired_teachers
ehc-crittenden-stub,extension_homemakers,Crittenden County Extension Homemakers / EHC — verify council calendar,Crittenden,,35.1465,-90.1845,,needs_confirmation,good_add_on,62,,county_extension
aea-crittenden-stub,aea_meeting,Crittenden County — AEA local / area meeting (verify schedule),Crittenden,,35.1465,-90.1845,,needs_confirmation,high_value,97,,aea
arta-crittenden-stub,retired_teachers,Crittenden County retired educators unit (ARTA / local) — verify cadence,Crittenden,,35.1465,-90.1845,,needs_confirmation,good_add_on,72,,retired_teachers
ehc-cross-stub,extension_homemakers,Cross County Extension Homemakers / EHC — verify council calendar,Cross,,33.68875,-97.10142857142857,,needs_confirmation,good_add_on,62,,county_extension
aea-cross-stub,aea_meeting,Cross County — AEA local / area meeting (verify schedule),Cross,,33.68875,-97.10142857142857,,needs_confirmation,high_value,97,,aea
arta-cross-stub,retired_teachers,Cross County retired educators unit (ARTA / local) — verify cadence,Cross,,33.68875,-97.10142857142857,,needs_confirmation,good_add_on,72,,retired_teachers
ehc-dallas-stub,extension_homemakers,Dallas County Extension Homemakers / EHC — verify council calendar,Dallas,,33.81625,-96.67571428571428,,needs_confirmation,good_add_on,62,,county_extension
aea-dallas-stub,aea_meeting,Dallas County — AEA local / area meeting (verify schedule),Dallas,,33.81625,-96.67571428571428,,needs_confirmation,high_value,97,,aea
arta-dallas-stub,retired_teachers,Dallas County retired educators unit (ARTA / local) — verify cadence,Dallas,,33.81625,-96.67571428571428,,needs_confirmation,good_add_on,72,,retired_teachers
ehc-desha-stub,extension_homemakers,Desha County Extension Homemakers / EHC — verify council calendar,Desha,,35.59125,-96.99,,needs_confirmation,good_add_on,62,,county_extension
aea-desha-stub,aea_meeting,Desha County — AEA local / area meeting (verify schedule),Desha,,35.59125,-96.99,,needs_confirmation,high_value,97,,aea
arta-desha-stub,retired_teachers,Desha County retired educators unit (ARTA / local) — verify cadence,Desha,,35.59125,-96.99,,needs_confirmation,good_add_on,72,,retired_teachers
ehc-drew-stub,extension_homemakers,Drew County Extension Homemakers / EHC — verify council calendar,Drew,,35.35,-95,,needs_confirmation,good_add_on,62,,county_extension
aea-drew-stub,aea_meeting,Drew County — AEA local / area meeting (verify schedule),Drew,,35.35,-95,,needs_confirmation,high_value,97,,aea
arta-drew-stub,retired_teachers,Drew County retired educators unit (ARTA / local) — verify cadence,Drew,,35.35,-95,,needs_confirmation,good_add_on,72,,retired_teachers
ehc-faulkner-stub,extension_homemakers,Faulkner County Extension Homemakers / EHC — verify council calendar,Faulkner,,35.0887,-92.4421,,needs_confirmation,good_add_on,62,,county_extension
aea-faulkner-stub,aea_meeting,Faulkner County — AEA local / area meeting (verify schedule),Faulkner,,35.0887,-92.4421,,needs_confirmation,high_value,97,,aea
arta-faulkner-stub,retired_teachers,Faulkner County retired educators unit (ARTA / local) — verify cadence,Faulkner,,35.0887,-92.4421,,needs_confirmation,good_add_on,72,,retired_teachers
ehc-franklin-stub,extension_homemakers,Franklin County Extension Homemakers / EHC — verify council calendar,Franklin,,35.5023,-93.8452,,needs_confirmation,good_add_on,62,,county_extension
aea-franklin-stub,aea_meeting,Franklin County — AEA local / area meeting (verify schedule),Franklin,,35.5023,-93.8452,,needs_confirmation,high_value,97,,aea
arta-franklin-stub,retired_teachers,Franklin County retired educators unit (ARTA / local) — verify cadence,Franklin,,35.5023,-93.8452,,needs_confirmation,good_add_on,72,,retired_teachers
ehc-fulton-stub,extension_homemakers,Fulton County Extension Homemakers / EHC — verify council calendar,Fulton,,36.3837,-91.821,,needs_confirmation,good_add_on,62,,county_extension
aea-fulton-stub,aea_meeting,Fulton County — AEA local / area meeting (verify schedule),Fulton,,36.3837,-91.821,,needs_confirmation,high_value,97,,aea
arta-fulton-stub,retired_teachers,Fulton County retired educators unit (ARTA / local) — verify cadence,Fulton,,36.3837,-91.821,,needs_confirmation,good_add_on,72,,retired_teachers
ehc-garland-stub,extension_homemakers,Garland County Extension Homemakers / EHC — verify council calendar,Garland,,34.5037,-93.0552,,needs_confirmation,good_add_on,62,,county_extension
aea-garland-stub,aea_meeting,Garland County — AEA local / area meeting (verify schedule),Garland,,34.5037,-93.0552,,needs_confirmation,high_value,97,,aea
arta-garland-stub,retired_teachers,Garland County retired educators unit (ARTA / local) — verify cadence,Garland,,34.5037,-93.0552,,needs_confirmation,good_add_on,72,,retired_teachers
ehc-grant-stub,extension_homemakers,Grant County Extension Homemakers / EHC — verify council calendar,Grant,,33.38875,-95.0442857142857,,needs_confirmation,good_add_on,62,,county_extension
aea-grant-stub,aea_meeting,Grant County — AEA local / area meeting (verify schedule),Grant,,33.38875,-95.0442857142857,,needs_confirmation,high_value,97,,aea
arta-grant-stub,retired_teachers,Grant County retired educators unit (ARTA / local) — verify cadence,Grant,,33.38875,-95.0442857142857,,needs_confirmation,good_add_on,72,,retired_teachers
ehc-greene-stub,extension_homemakers,Greene County Extension Homemakers / EHC — verify council calendar,Greene,,36.0606,-90.4973,,needs_confirmation,good_add_on,62,,county_extension
aea-greene-stub,aea_meeting,Greene County — AEA local / area meeting (verify schedule),Greene,,36.0606,-90.4973,,needs_confirmation,high_value,97,,aea
arta-greene-stub,retired_teachers,Greene County retired educators unit (ARTA / local) — verify cadence,Greene,,36.0606,-90.4973,,needs_confirmation,good_add_on,72,,retired_teachers
ehc-hempstead-stub,extension_homemakers,Hempstead County Extension Homemakers / EHC — verify council calendar,Hempstead,,33.3925,-96.76285714285714,,needs_confirmation,good_add_on,62,,county_extension
aea-hempstead-stub,aea_meeting,Hempstead County — AEA local / area meeting (verify schedule),Hempstead,,33.3925,-96.76285714285714,,needs_confirmation,high_value,97,,aea
